employee_id,manager_id,area,job_title,seniority,course,dt_course_conclusion,updated_at,course_format,course_duration_hours,quiz_score
EMP00169,MGR002,Operações,Analista de Operações,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-19 20:37:57,Platform Course,6,9
EMP00223,MGR009,Operações,Coordenador Operacional,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 19:37:57,Platform Course,6,9
EMP00311,MGR058,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-05 08:37:57,Live Meet,4,7
EMP00173,MGR014,Financeiro,Controller,Pleno,Cultura Data-Driven,2026-05-25,2026-05-10 16:37:57,Platform Course,4,8
EMP00195,MGR045,Comercial,Executivo de Contas,Especialista,Cultura Data-Driven,2026-05-25,2026-05-16 06:37:57,Live Meet,4,8
EMP00299,MGR038,People,Coordenador de RH,Pleno,Cultura Data-Driven,2026-05-25,2026-05-14 09:37:57,Platform Course,4,9
EMP00057,MGR002,Tecnologia,Arquiteto de Soluções,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-11 04:37:57,Platform Course,6,10
EMP00049,MGR009,Tecnologia,Tech Lead,Sênior,Cultura Data-Driven,2026-05-25,2026-05-23 21:37:57,Platform Course,4,9
EMP00012,MGR003,Operações,Analista de Operações,Sênior,Cultura Data-Driven,2026-05-25,2026-05-18 12:37:57,Platform Course,4,9
EMP00255,MGR048,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 03:37:57,Platform Course,6,8
EMP00237,MGR005,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-12 23:37:57,Platform Course,4,7
EMP00274,MGR015,People,Coordenador de RH,Pleno,Cultura Data-Driven,2026-05-25,2026-05-11 08:37:57,Live Meet,4,9
EMP00157,MGR007,Tecnologia,Desenvolvedor Backend,Júnior,Cultura Data-Driven,2026-05-25,2026-05-17 07:37:57,Platform Course,4,9
EMP00123,MGR033,Tecnologia,Tech Lead,Pleno,Cultura Data-Driven,2026-05-25,2026-05-14 23:37:57,Platform Course,4,10
EMP00344,MGR045,Tecnologia,Arquiteto de Soluções,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-18 00:37:57,Live Meet,6,7
EMP00285,MGR028,Tecnologia,Arquiteto de Soluções,,GenAI - Módulo Avançado,2026-05-25,2026-05-06 20:37:57,Live Meet,12,7
EMP00243,MGR026,Tecnologia,Desenvolvedor Backend,Sênior,Cultura Data-Driven,2026-05-25,2026-05-22 23:37:57,Platform Course,4,9
EMP00340,MGR014,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 09:37:57,Live Meet,6,9
EMP00319,MGR056,Dados & Analytics,Analytics Engineer,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-07 21:37:57,Platform Course,12,10
EMP00047,MGR018,Operações,Analista de Operações,Júnior,Cultura Data-Driven,2026-05-25,2026-05-12 02:37:57,Platform Course,4,8
EMP00063,MGR009,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-11 16:37:57,Live Meet,6,10
EMP00316,MGR020,Operações,Coordenador Operacional,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-08 07:37:57,Platform Course,12,10
EMP00087,MGR013,Marketing,Especialista em Growth,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-07 17:37:57,Live Meet,12,10
EMP00229,MGR026,Dados & Analytics,Analista de BI,Pleno,Cultura Data-Driven,2026-05-25,2026-05-10 19:37:57,Live Meet,4,9
EMP00144,MGR043,Dados & Analytics,Analytics Engineer,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-08 04:37:57,Live Meet,6,8
EMP00350,MGR009,Operações,Analista de Operações,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 12:37:57,Platform Course,6,8
EMP00063,MGR056,Comercial,Gerente Comercial,,GenAI - Módulo Avançado,2026-05-25,2026-05-11 03:37:57,Platform Course,12,10
EMP00173,MGR009,Tecnologia,Tech Lead,Júnior,Cultura Data-Driven,2026-05-25,2026-05-07 17:37:57,Platform Course,4,9
EMP00028,MGR057,Marketing,Analista de Marketing,Pleno,Cultura Data-Driven,2026-05-25,2026-05-07 03:37:57,Live Meet,4,9
EMP00151,MGR030,Comercial,Inside Sales,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 19:37:57,Platform Course,6,9
EMP00154,MGR009,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-20 10:37:57,Platform Course,4,9
EMP00230,MGR049,Tecnologia,Desenvolvedor Backend,Júnior,Cultura Data-Driven,2026-05-25,2026-05-18 13:37:57,Platform Course,4,10
EMP00224,MGR011,Tecnologia,Tech Lead,Pleno,Cultura Data-Driven,2026-05-25,2026-05-18 12:37:57,Live Meet,4,7
EMP00116,MGR001,Comercial,Executivo de Contas,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-18 12:37:57,Platform Course,6,7
EMP00342,MGR054,Comercial,Inside Sales,Sênior,Cultura Data-Driven,2026-05-25,2026-05-12 03:37:57,Platform Course,4,9
EMP00076,MGR008,Tecnologia,Desenvolvedor Backend,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 09:37:57,Platform Course,6,10
EMP00004,MGR004,Tecnologia,Engenheiro de Dados,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-08 10:37:57,Live Meet,12,10
